Date,Cases,Deaths,Recovered,Travel_history,Province,City,masks,sanitizers
4/23/2020,0,0,17,Local - Social Contact,Sindh,Hyderabad,638,4894
4/23/2020,0,0,5,Local - Social Contact,Sindh,Tando M. Khan,546,4186
4/23/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,809,4597
4/23/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,979,2976
4/23/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,711,2483
4/23/2020,55,0,0,Unknown,Baluchistan,Quetta,694,586
4/23/2020,14,1,3,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,933,2788
4/23/2020,7,1,5,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,595,4116
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,769,2763
4/23/2020,0,0,6,Local - Social Contact,Khyber Pakhtunkhwa,Khyber,763,1024
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bohmand,510,1637
4/23/2020,1,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,740,3711
4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,521,2304
4/23/2020,3,0,10,Local - Social Contact,Khyber Pakhtunkhwa,Swat,891,3203
4/23/2020,4,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Buner,667,3337
4/23/2020,3,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,850,1944
4/23/2020,0,0,25,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,756,3175
4/23/2020,4,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,781,2323
4/23/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,505,1467
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,817,3948
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,529,611
4/23/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,593,3340
4/23/2020,2,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,952,2448
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,900,1203
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,663,1613
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tor Ghar,542,2239
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan upper,587,3110
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kohistan Lower,576,3144
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kolai Pallas,986,2598
4/23/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,618,3551
4/23/2020,2,0,15,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,586,661
4/23/2020,0,0,4,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,989,2066
4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Karak,692,2677
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurrum,587,4378
4/23/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Orakzai,813,2418
4/23/2020,0,0,11,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,656,3823
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Lakki Marwat,831,3381
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,North Waziristan,913,2334
4/23/2020,2,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dera Ismail Khan,730,910
4/23/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Tank,848,4777
4/23/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,South Waziristan,724,785
4/23/2020,23,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar,547,2396
4/23/2020,8,0,0,International Passenger,Khyber Pakhtunkhwa,Peshawar,703,1588
4/23/2020,177,2,115,Unknown,Punjab,Lahore,843,2739
4/24/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,619,2767
4/24/2020,7,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,596,3023
4/24/2020,243,2,24,Local - Social Contact,Sindh,Karachi,678,4006
4/24/2020,8,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,519,1578
4/24/2020,1,0,0,Local - Social Contact,Sindh,Badin,638,1701
4/24/2020,1,0,0,Local - Social Contact,Sindh,Sanghar,536,1823
4/24/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar,994,2228
4/24/2020,14,0,0,Local - Social Contact,Sindh,Sukkur,987,744
4/24/2020,1,0,0,Local - Social Contact,Sindh,Khairpur,916,3968
4/24/2020,3,0,0,Local - Social Contact,Sindh,Larkana,529,2270
4/24/2020,1,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot,589,3692
4/24/2020,0,0,18,Unknown,Sindh,Hyderabad,676,2181
4/24/2020,49,2,0,Local - Social Contact,Baluchistan,Quetta,742,1355
4/24/2020,0,0,56,International Passenger,Khyber Pakhtunkhwa,Peshawar,583,4794
4/24/2020,66,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,674,1388
4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,988,538
4/24/2020,4,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,694,2746
4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,676,1512
4/24/2020,0,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Swabi,961,1716
4/24/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,532,3490
4/24/2020,6,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner,672,1546
4/24/2020,4,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,636,1689
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,615,2500
4/24/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Shangla,731,3582
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,942,2253
4/24/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,503,899
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,959,3378
4/24/2020,0,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,726,4875
4/24/2020,6,0,2,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,788,2014
4/24/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Abbottabad,849,798
4/24/2020,84,3,20,Unknown,Punjab,Lahore,569,774
4/25/2020,217,3,20,Local - Social Contact,Sindh,Karachi,557,2718
4/25/2020,13,0,0,Local - Social Contact,Sindh,Hyderabad,739,2327
4/25/2020,1,0,0,Local - Social Contact,Sindh,Badin,650,4606
4/25/2020,2,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,951,4156
4/25/2020,6,0,0,Local - Social Contact,Sindh,Sanghar,542,2811
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando M. Khan,919,4449
4/25/2020,1,0,0,Local - Social Contact,Sindh,Tando Alahyar,569,840
4/25/2020,2,0,0,Local - Social Contact,Sindh,Ghotki,781,2991
4/25/2020,12,0,0,Local - Social Contact,Sindh,Sukkur,660,1120
4/25/2020,17,0,0,Local - Social Contact,Sindh,Larkana,562,4382
4/25/2020,2,0,0,Local - Social Contact,Sindh,Kambar Shahdadkot,742,2188
4/25/2020,2,0,0,Local - Social Contact,Sindh,Mirpurkhas,863,3291
4/25/2020,11,0,0,Local - Social Contact,Sindh,Shikarpur,685,2489
4/25/2020,9,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,958,4719
4/25/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,669,2968
4/25/2020,65,2,0,Unknown,Baluchistan,Quetta,589,696
4/25/2020,41,4,7,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,757,4931
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,519,831
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,672,2429
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,699,4301
4/25/2020,15,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,838,889
4/25/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,982,3163
4/25/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,772,4073
4/25/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,829,4216
4/25/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Haripur,959,3715
4/25/2020,6,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,998,2320
4/25/2020,1,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,760,2605
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Buner,653,4834
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,963,847
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,696,2736
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Kohat,668,2489
4/25/2020,0,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Hangu,849,1568
4/25/2020,2,0,0,Afghanistan,Khyber Pakhtunkhwa,Peshawar,925,3719
4/25/2020,475,5,0,Unknown,Punjab,Lahore,898,4886
4/26/2020,12,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,954,3594
4/26/2020,340,3,48,Local - Social Contact,Sindh,Karachi,806,2878
4/26/2020,7,0,0,Local - Social Contact,Sindh,Hyderabad,584,3147
4/26/2020,1,0,8,Local - Social Contact,Sindh,Jamshoro,575,4902
4/26/2020,2,0,0,Local - Social Contact,Sindh,Badin,975,1352
4/26/2020,4,0,0,Local - Social Contact,Sindh,Naushero Feroz,993,3238
4/26/2020,2,0,0,Local - Social Contact,Sindh,Thatta,883,4222
4/26/2020,1,0,0,Local - Social Contact,Sindh,Sanghar,579,590
4/26/2020,2,0,6,Local - Social Contact,Sindh,Tando Alahyar,828,1243
4/26/2020,17,0,0,Local - Social Contact,Sindh,Sukkur,851,4393
4/26/2020,2,0,0,Local - Social Contact,Sindh,Khairpur,630,2762
4/26/2020,1,0,0,Local - Social Contact,Sindh,Larkana,717,3252
4/26/2020,1,0,0,Local - Social Contact,Sindh,Dadu,715,1893
4/26/2020,2,0,0,Local - Social Contact,Sindh,Matiari,952,4518
4/26/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas,994,3153
4/26/2020,120,3,0,Unknown,Punjab,Lahore,636,1157
4/26/2020,71,5,0,Unknown,Khyber Pakhtunkhwa,Peshawar,858,2749
4/26/2020,60,1,0,Unknown,Baluchistan,Quetta,897,4687
4/26/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,948,982
4/26/2020,4,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,690,1316
4/27/2020,10,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,752,4309
4/27/2020,275,4,17,Local - Social Contact,Sindh,Karachi,851,2997
4/27/2020,12,0,0,Local - Social Contact,Sindh,Hyderabad,737,3847
4/27/2020,0,0,3,Local - Social Contact,Sindh,Jamshoro,795,1972
4/27/2020,0,0,1,Local - Social Contact,Sindh,Badin,566,1031
4/27/2020,0,0,6,Local - Social Contact,Sindh,Shaheed Benazirabad,563,4642
4/27/2020,0,0,1,Local - Social Contact,Sindh,Naushero Feroz,818,3409
4/27/2020,0,0,1,Local - Social Contact,Sindh,Sujawal,762,4724
4/27/2020,1,0,3,Local - Social Contact,Sindh,Thatta,999,2501
4/27/2020,0,0,2,Local - Social Contact,Sindh,Sanghar,830,3189
4/27/2020,0,0,2,Local - Social Contact,Sindh,Tando M. Khan,824,1383
4/27/2020,8,0,2,Local - Social Contact,Sindh,Ghotki,622,2542
4/27/2020,4,0,0,Local - Social Contact,Sindh,Sukkur,974,866
4/27/2020,23,0,2,Local - Social Contact,Sindh,Khairpur,920,4858
4/27/2020,12,0,2,Local - Social Contact,Sindh,Larkana,865,1758
4/27/2020,3,0,10,Local - Social Contact,Sindh,Dadu,881,2319
4/27/2020,0,0,1,Local - Social Contact,Sindh,Umerkot,657,696
4/27/2020,2,0,0,Local - Social Contact,Sindh,Matiari,586,2116
4/27/2020,1,0,0,Local - Social Contact,Sindh,Jacobabad,661,3888
4/27/2020,72,3,9,Unknown,Baluchistan,Quetta,733,2255
4/27/2020,3,0,1,Local - Social Contact,Khyber Pakhtunkhwa,Nowshera,607,4515
4/27/2020,51,4,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,769,3581
4/27/2020,6,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Malakand,980,1590
4/27/2020,2,1,0,Local - Social Contact,Khyber Pakhtunkhwa,Bajaur,967,3662
4/27/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Charsadda,522,4111
4/27/2020,4,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,655,2365
4/27/2020,3,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Swat,746,4170
4/27/2020,8,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,621,1296
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Lower,939,3595
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Dir Upper,652,4320
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Lower,769,3060
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Chitral Upper,821,1546
4/27/2020,9,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mansehra,686,1493
4/27/2020,7,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Battagram,645,2929
4/27/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Kurram,523,3979
4/27/2020,5,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Bannu,530,2899
4/27/2020,194,10,0,Local - Social Contact,Punjab,Lahore,624,799
4/27/2020,2,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,644,2559
4/28/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,ISlamabad,988,1706
4/28/2020,187,5,0,Local - Social Contact,Punjab,Lahore,679,730
4/28/2020,335,0,0,Local - Social Contact,Sindh,Karachi,950,2218
4/28/2020,10,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,785,1284
4/28/2020,176,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,507,1677
4/28/2020,6,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,708,889
4/29/2020,36,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,687,4907
4/29/2020,234,3,0,Local - Social Contact,Punjab,Lahore,959,1169
4/29/2020,337,8,208,Local - Social Contact,Sindh,Karachi,905,2028
4/29/2020,9,0,0,Local - Social Contact,Sindh,Hyderabad,737,1608
4/29/2020,7,0,0,Local - Social Contact,Sindh,Shaheed Benazirabad,805,4163
4/29/2020,14,0,0,Local - Social Contact,Sindh,Sukkur,665,1052
4/29/2020,13,0,0,Local - Social Contact,Sindh,Khairpur,896,927
4/29/2020,13,0,0,Local - Social Contact,Sindh,Larkana,599,2305
4/29/2020,1,0,0,Local - Social Contact,Sindh,Dadu,627,2588
4/29/2020,7,0,0,Local - Social Contact,Sindh,Shikarpur,588,2917
4/29/2020,121,0,0,Local - Social Contact,Baluchistan,Quetta,810,1681
4/29/2020,3,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,715,3895
4/29/2020,153,8,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,582,2518
4/30/2020,16,0,0,Local - Social Contact,Islamabad Capital Territory,Islamabad,679,4096
4/30/2020,279,3,0,Local - Social Contact,Punjab,Lahore,817,2958
4/30/2020,229,12,0,Local - Social Contact,Sindh,Karachi,958,3276
4/30/2020,5,0,0,Local - Social Contact,Sindh,Hyderabad,867,4782
4/30/2020,1,0,0,Local - Social Contact,Sindh,Jamshoro,753,886
4/30/2020,1,0,0,Local - Social Contact,Sindh,Thatta,982,4982
4/30/2020,1,0,0,Local - Social Contact,Sindh,Naushero Feroz,530,2831
4/30/2020,4,0,0,Local - Social Contact,Sindh,Sanghar,793,2880
4/30/2020,3,0,0,Local - Social Contact,Sindh,Sukkur,546,4549
4/30/2020,6,0,0,Local - Social Contact,Sindh,Dadu,739,2514
4/30/2020,1,0,0,Local - Social Contact,Sindh,Matiari,626,3054
4/30/2020,1,0,0,Local - Social Contact,Sindh,Mirpurkhas,842,1312
4/30/2020,34,0,0,Local - Social Contact,Sindh,Shikarpur,823,1042
4/30/2020,2,0,0,Local - Social Contact,Sindh,Jacobabad,901,1066
4/30/2020,75,0,0,Local - Social Contact,Baluchistan,Quetta,680,4497
4/30/2020,6,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,996,1285
4/30/2020,1,0,0,Local - Social Contact,Azad Jummu Kashmir,Muzaffarabad,775,1977
2/26/2020,1,0,0,China,Islamabad Capital Territory,Islamabad,559,3292
2/26/2020,2,0,0,Iran/Taftan,Sindh,Karachi,644,3040
2/29/2020,1,0,0,China,Islamabad Capital Territory,Islamabad,996,3914
2/29/2020,1,0,0,Iran/Taftan,Sindh,Karachi,852,3692
3/2/2020,1,0,0,Iran/Taftan,Gilgit-Baltistan,Gilgit,543,4977
3/6/2020,0,0,1,Unknown,Sindh,Karachi,980,600
3/7/2020,1,0,0,Iran/Taftan,Sindh,Karachi,867,1577
3/9/2020,6,0,0,Syria,Sindh,Karachi,735,1681
3/9/2020,3,0,0,UK,Sindh,Karachi,974,3258
3/10/2020,1,0,0,Iran/Taftan,Sindh,Karachi,992,1096
3/10/2020,1,0,0,Syria,Sindh,Hyderabad,819,3659
3/10/2020,1,0,0,Iran/Taftan,Baluchistan,Quetta,903,3086
3/11/2020,1,0,0,Iran/Taftan,Gilgit-Baltistan,Skardu,677,579
3/11/2020,0,0,1,Iran/Taftan,Sindh,Karachi,991,3500
3/12/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,525,1274
3/13/2020,1,0,0,USA,Islamabad Capital Territory,Islamabad,523,1326
3/13/2020,1,0,1,Local - Social Contact,Sindh,Karachi,717,4363
3/13/2020,7,0,0,Iran/Taftan,Baluchistan,Taftan,570,4871
3/15/2020,13,0,0,Iran/Taftan,Sindh,Sukkur,776,1851
3/15/2020,4,0,0,Iran/Taftan,Sindh,Karachi,526,2041
3/15/2020,1,0,0,UK,Punjab,Lahore,519,2781
3/15/2020,15,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,746,1592
3/15/2020,1,1,0,Unknown,Khyber Pakhtunkhwa,Mardan,566,4362
3/16/2020,119,0,0,Iran/Taftan,Sindh,Sukkur,595,4608
3/16/2020,26,0,0,Iran/Taftan,Sindh,Karachi,638,4857
3/16/2020,2,0,0,Iran/Taftan,Sindh,Hyderabad,911,1081
3/16/2020,1,0,0,Unknown,Punjab,Lahore,672,3580
3/16/2020,1,0,1,Unknown,Islamabad Capital Territory,Islamabad,854,1401
3/16/2020,1,0,0,Unknown,khyber Pakhtunkhwa,Mansehra,994,4334
3/16/2020,1,0,0,Unknown,Khyber Pakhtunkhwa,Mardan,751,4155
3/17/2020,15,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,669,2716
3/17/2020,24,0,0,Iran/Taftan,Sindh,Sukkur,938,3545
3/17/2020,5,0,0,KSA,Sindh,Karachi,672,1907
3/17/2020,3,0,0,Unknown,Punjab,Lahore,613,4076
3/17/2020,1,0,0,Unknown,khyber Pakhtunkhwa,Peshawar,982,4970
3/17/2020,1,0,0,UK,Khyber Pakhtunkhwa,Charsadda,918,4819
3/17/2020,2,0,0,Iran/Taftan,Baluchistan,Quetta,894,1839
3/17/2020,1,0,0,Unknown,Islamabad Capital Territory,Islamabad,833,3162
3/18/2020,2,0,0,Unknown,Islamabad Capital Territory,Islamabad,838,1908
3/18/2020,5,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,650,1103
3/18/2020,31,0,0,Iran/Taftan,Sindh,Sukkur,964,3000
3/18/2020,5,0,0,Local - Social Contact,Sindh,Karachi,746,4624
3/18/2020,10,0,0,Unknown,Gilgit-Baltistan,Gilgit,906,3133
3/18/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Buner,650,557
3/18/2020,1,1,0,KSA,Khyber Pakhtunkhwa,Mardan ,739,2077
3/18/2020,1,1,0,Unknown,Khyber Pakhtunkhwa,Hangu ,560,2222
3/18/2020,1,0,0,Iran/Taftan,Azad Jummu Kashmir,Mirpur,840,1377
3/19/2020,1,0,0,Local - Social Contact,Punjab,Multan,549,3577
3/19/2020,8,0,0,Unknown,Punjab,Lahore,893,4561
3/19/2020,44,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,844,4653
3/19/2020,37,0,1,Local - Social Contact,Sindh,Karachi,588,1966
3/19/2020,53,0,0,Iran/Taftan,Baluchistan,Quetta,964,3374
3/19/2020,2,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Mardan,501,4645
3/19/2020,1,0,0,Local - Covid Relative,Khyber Pakhtunkhwa,Dera Ismail Khan,729,3532
3/19/2020,4,0,0,Unknown,Gilgit-Baltistan,Gilgit,976,2375
3/19/2020,4,0,0,Unknown,Gilgit-Baltistan,Nagar,702,1642
3/20/2020,5,0,0,Unknown,Baluchistan,Quetta,670,3306
3/20/2020,4,1,0,Local - Social Contact,Sindh,Karachi,572,1335
3/20/2020,1,0,0,Unknown,Khyber Pakhtunkhwa,Mansehra,718,4755
3/20/2020,1,0,0,Unknown,Federal Administration Tribal Area,Khyber,847,4266
3/20/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi,789,4786
3/20/2020,1,0,0,Local - Social Contact,Punjab,Jehlum,899,2438
3/20/2020,3,0,0,Local - Social Contact,Punjab,Gujrat ,584,4596
3/20/2020,2,0,0,Unknown,Punjab,Lahore,656,633
3/20/2020,7,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,964,791
3/20/2020,1,0,0,Local - Social Contact,Gilgit-Baltistan,Nagar,625,4264
3/20/2020,8,0,0,Iran/Taftan,Gilgit-Baltistan,Gilgit,573,1260
3/20/2020,16,0,0,Local - Social Contact,Sindh,Karachi,857,2600
3/21/2020,3,0,0,Unknown,Islamabad Capital Territory,Islamabad,746,863
3/21/2020,12,0,0,Iran/Taftan,Baluchistan,Quetta,550,3586
3/21/2020,39,0,0,Iran/Taftan,Sindh,Sukkur,535,3955
3/21/2020,0,0,3,Local - Social Contact,Sindh,Karachi,898,4403
3/21/2020,25,0,0,Iran/Taftan,Gilgit-Baltistan,Skardu,595,4738
3/21/2020,6,0,0,Unknown,Punjab,Lahore,869,2016
3/21/2020,38,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,791,4316
3/21/2020,1,0,0,Local - Social Contact,Punjab,Jehlum,684,1304
3/21/2020,4,0,0,Local - Social Contact,Punjab,Gujranwala,933,1326
3/21/2020,1,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Peshawar,936,1718
3/21/2020,1,0,0,Local - Social Contact,Khyber Pakhtunkhwa,Peshawar,881,1115
3/21/2020,2,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,771,1036
3/21/2020,1,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Mardan,525,2969
3/21/2020,1,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Karak,878,2701
3/22/2020,4,0,0,Local - Social Contact,Gilgit-Baltistan,Nagar,641,3883
3/22/2020,18,0,0,Local - Social Contact,Sindh,Karachi,703,4093
3/22/2020,23,0,0,Iran/Taftan,Sindh,Sukkur,903,780
3/22/2020,1,0,0,Unknown,Islamabad Capital Territory,Islamabad,552,966
3/22/2020,15,0,0,Unknown,Punjab,Lahore,858,1400
3/22/2020,1,0,0,Local - Social Contact,Punjab,Jehlum,574,3689
3/22/2020,1,0,0,Local - Social Contact,Punjab,Rawalpindi,689,1877
3/22/2020,43,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,524,4428
3/22/2020,4,1,0,Unknown,Baluchistan,Quetta,784,2870
3/23/2020,7,0,0,Local - Social Contact,Sindh,Karachi,727,3188
3/23/2020,11,0,0,Iran/Taftan,Sindh,Sukkur,709,1253
3/23/2020,1,0,0,Iran/Taftan,Sindh,Dadu,739,4023
3/23/2020,5,0,0,Iran/Taftan,Baluchistan,Taftan,991,2356
3/23/2020,16,1,0,Iran/Taftan,Gilgit-Baltistan,Skardu,716,3757
3/23/2020,25,0,0,Iran/Taftan,Punjab,Dera Ghazi Khan,737,3992
3/23/2020,16,0,0,Local - Social Contact,Punjab,Lahore,980,916
3/23/2020,1,0,0,Unknown,Khyber Pakhtunkhwa,Mansehra,880,1401
3/24/2020,8,0,6,Local - Social Contact,Sindh,Karachi,599,2146
3/24/2020,8,0,0,Iran/Taftan,Sindh,Sukkur,892,4976
3/24/2020,3,0,10,Local - Social Contact,Sindh,Karachi,805,728
3/24/2020,5,0,0,Local - Social Contact,Gilgit-Baltistan,Gilgit,984,4470
3/24/2020,37,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,664,4402
3/24/2020,1,0,0,Iran/Taftan,Federal Administration Tribal Area,South Waziristan,564,3652
3/24/2020,2,0,0,Unknown,Khyber Pakhtunkhwa,Peshawar,806,3881
3/24/2020,2,0,0,Unknown,Baluchistan,Quetta,745,1412
3/24/2020,7,0,0,Local - Social Contact,Punjab,Lahore,782,3499
3/24/2020,1,0,0,Local - Social Contact,Punjab,Multan,636,2494
3/24/2020,9,0,0,Local - Social Contact,Punjab,Gujrat ,518,2226
3/24/2020,3,0,0,Local - Social Contact,Punjab,Gujranwala,748,3653
3/24/2020,1,0,0,Local - Social Contact,Punjab,Sargodha,880,1486
3/24/2020,1,0,0,Local - Social Contact,Punjab,Faisalabad,518,4273
3/24/2020,1,0,0,Local - Social Contact,Punjab,Mandi Bahauddin,874,4707
3/24/2020,1,0,0,Local - Social Contact,Punjab,Rahim yar khan,535,759
3/24/2020,3,0,0,Local - Social Contact,Sindh,Karachi,614,4279
3/24/2020,21,1,2,Iran/Taftan,Punjab,Dera Ghazi Khan,962,3695
3/25/2020,5,0,0,International Passenger,Islamabad Capital Territory,Islamabad,990,3089
3/25/2020,3,0,0,Local - Social Contact,Sindh,Karachi,705,4848
3/25/2020,0,0,1,Local - Social Contact,Sindh,Hyderabad,854,1285
3/25/2020,9,0,0,Local - Social Contact,Baluchistan,Quetta,974,4187
3/25/2020,1,0,0,Unknown,Gilgit-Baltistan,Astore,514,1052
3/25/2020,39,0,2,Unknown,Khyber Pakhtunkhwa,Mardan,713,4644
3/25/2020,1,0,0,Iran/Taftan,Khyber Pakhtunkhwa,Dera Ismail Khan,504,1741
3/25/2020,1,0,0,Unknown,Khyber Pakhtunkhwa,Swabi,531,3809
3/25/2020,9,0,0,Local - Social Contact,Punjab,Gujrat,949,3242
3/25/2020,1,0,0,Local - Social Contact,Punjab,Gujranwala,664,4910
3/25/2020,2,1,0,Iran/Taftan,Punjab,Dera Ghazi Khan,639,4893
3/25/2020,18,0,1,Unknown,Punjab,Lahore,619,4234
3/25/2020,1,0,0,Local - Social Contact,Punjab,Multan,848,1688
